category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Sạc,5.0,Đã thích (82),5.0,513,"(Thép Không Gỉ Cao Cấp ) Kệ, Giá Đỡ Điện Thoại, Máy Tính Bảng, Ipad Đa Năng Để Bàn Tiện Dụng Xoay 270 Độ",₫90.000 - ₫120.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (9),5 Sao (173),Có Bình luận (78),Có hình ảnh / video (54),28 tháng trước,"8,9k",226,"10,4k",linhphukienxinh,87%,trong vài giờ
Sạc,4.9,Đã thích (14),4.9,173,Cáp sạc bóc máy S10,₫59.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (63),Có Bình luận (12),Có hình ảnh / video (8),30 tháng trước,"6,8k",92,"2,3k",seve7.vn,87%,trong vài giờ
Sạc,5.0,Đã thích (288),5.0,"1,9k",Miếng giữ điện thoại/dây cáp Baseus chống trượt trong xe hơi tiện dụng,₫89.000,1 Sao (1),2 Sao (0),3 Sao (7),4 Sao (17),5 Sao (772),Có Bình luận (547),Có hình ảnh / video (525),3 năm trước,"77,6k",327,"66,1k",beisi.vn,51%,trong vài giờ
Sạc,4.2,Đã thích (424),4.2,"5,6k",Dây cáp chuyển đổi cổng Lightning sang cổng tai nghe 3.5mm tiện dụng,₫42.000,1 Sao (209),2 Sao (77),3 Sao (114),4 Sao (86),"5 Sao (1,2k)",Có Bình luận (891),Có hình ảnh / video (528),3 năm trước,"18,9k",976,46k,digifounder.vn,6%,trong vài giờ
Sạc,,,,,,,,,,,,,,,,,,,,
Sạc,4.9,Đã thích (5),4.9,270,Giá để điện thoại hình voi,₫2.173,,,,,,,,,,,,,,
Sạc,5.0,Đã thích (31),5.0,369,Pin Samsung Galaxy S5 G900 zin công ty,₫125.550,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (6),5 Sao (145),Có Bình luận (78),Có hình ảnh / video (48),,,,,,,
Sạc,5.0,"Đã thích (33,6k)",5.0,746,Giá đỡ điện thoại đa năng Silicon siêu dễ thương - PEE STORE,₫7.900,1 Sao (0),2 Sao (1),3 Sao (3),4 Sao (3),5 Sao (275),Có Bình luận (85),Có hình ảnh / video (78),4 năm trước,"96,4k",184,"44,2k",pee_store_official,90%,trong vài giờ
Sạc,4.9,"Đã thích (7,5k)",4.9,263,Jack cáp chuyển đổi tai nghe iphone chính hãng Lightning to 3.5mm hỗ trợ mic tech store,,1 Sao (2),2 Sao (0),3 Sao (0),4 Sao (4),5 Sao (120),Có Bình luận (73),Có hình ảnh / video (59),19 tháng trước,"18,4k",38,"2,3k",tech_official_store,99%,trong vài phút
Sạc,4.9,Đã thích (41),4.9,790,Set 2 Dây Cáp Sạc Ngắn 25cm Micro USB Type-C Cho iPhone13 12 11,₫58.000,1 Sao (2),2 Sao (4),3 Sao (3),4 Sao (6),5 Sao (310),Có Bình luận (263),Có hình ảnh / video (254),31 tháng trước,"1,3k",766,"8,8k",l15361076767tw5s.vn,96%,trong vài giờ
