category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Điện thoại bàn,,,,0,"♝Máy sấy tóc cho tiệm làm tóc công suất lớn gia đình, năng lượng gió lớn và ion âm ký túc xá chăm sóc tóc Máy sấy tóc sấ",₫258.000 - ₫299.000,,,,,,,,7 tháng trước,77,593,11,vldx6b2q87,47%,trong vài giờ
Điện thoại bàn,,,,1,"Set 2 quạt tản nhiệt 95mm FDC10U12S9-C CF1010U12S cho XFX Radeon RX580 RX590
",₫105.840,,,,,,,,3 năm trước,827,"2,2k","5,4k",curry1n9.vn,99%,trong vài giờ
Điện thoại bàn,,,,2,Máy Fax Panasonic KX-FT987 Giấy Cuộn,₫1.400.000,,,,,,,,16 tháng trước,1,29,10,ngannguyenhoply,64%,trong vài giờ
Điện thoại bàn,,,,2,"Panasonic kx-t7730 điện thoại lễ Tân,lập trình",₫1.100.000,,,,,,,,5 năm trước,87,160,110,nguyenthetai118,87%,trong vài giờ
Điện thoại bàn,,,,2,"Giấy lau kính Visomax lau sạch kính, mặt laptop và màn hình kính các loại",₫45.000,,,,,,,,19 tháng trước,13,50,11,hangchuannoidiaduc,22%,trong vài giờ
Điện thoại bàn,,,,0,Giá Đỡ Ăng Ten Gắn Cốp Xe Hơi Molson K33 Bằng Inox Chuyên Dùng,₫421.100,,,,,,,,4 tháng trước,1,664,0,uhailaiabizi.vn,57%,trong vài giờ
Điện thoại bàn,,,,0,[Cực Hot] Robot hút bụi lau nhà tự động ES250 pin sạc lạc hàng nhập khẩu bảo hành 12 tháng Like Tech 1 đổi 1,₫926.846,,,,,,,,7 tháng trước,3,855,0,w4l46t3k5z,4%,trong vài giờ
Điện thoại bàn,,,,0,Gương Chiếu Hậu Xoay 360 Độ Chất Lượng Cao Dành Cho Xe Đạp,₫195.000,,,,,,,,46 ngày trước,0,1k,0,amiinaah1l.vn,57%,trong vài giờ
Điện thoại bàn,,,,0,Cuộn Băng Keo Voopooo Argus Pro / Argus x / Argus / Grag max / Rag x Qn9.6F,₫499.000,,,,,,,,46 ngày trước,0,980,0,diahmuspaketsl.vn,57%,trong vài giờ
Điện thoại bàn,,,,0,"Phụ kiện trang trí nhà cửa nhỏ nhắn xinh xắn thời trang
",₫247.574,,,,,,,,33 ngày trước,0,466,0,yn87687978.vn,57%,trong vài giờ
Điện thoại bàn,,,,0,➻ Hình Dán Vapooor II V2 Trọn Bộ 10ml ✭,₫385.000,,,,,,,,32 ngày trước,0,"1,3k",0,ginakfmarketes.vn,57%,trong vài giờ
Điện thoại bàn,,,,0,Main Điện Thoại Xiaomi Redmi 5 plus,₫750.000,,,,,,,,15 tháng trước,17,141,15,linkphukienmobi,29%,trong vài giờ
Điện thoại bàn,,,,0,"Máy hàn miệng túi thực phẩm mini cầm tay tiện lợi
",₫61.610 - ₫63.440,,,,,,,,15 tháng trước,1k,"2,4k","1,1k",spring1.vn,18%,trong vài giờ
Điện thoại bàn,,Đã thích (1),,0,[HCM]Điện thoại bàn CHUÔNG LỚN MÀNG HÌNH TO ktel 902 - BH 12 tháng,₫395.000,,,,,,,,3 năm trước,102,249,193,muanhanhph,29%,trong vài giờ
Điện thoại bàn,,,,0,"Máy đo độ ẩm của nước bằng gỗ
",₫191.000,,,,,,,,13 tháng trước,99,3k,327,minifine.vn,100%,trong vài giờ
Điện thoại bàn,,,,0,"Thiết bị báo động nồng độ CO độ nhạy cao cho nhà ở
",₫289.000,,,,,,,,10 tháng trước,32,730,41,wishshopeelq.vn,100%,trong vài phút
Điện thoại bàn,,,,0,"Thiết bị báo động nồng độ CO độ nhạy cao cho nhà ở
",₫281.000,,,,,,,,17 tháng trước,298,"4,9k",284,lzdjhyke3.vn,71%,trong vài giờ
Điện thoại bàn,,,,0,"Đồng hồ đo vạn năng với độ chính xác cao
",₫175.000 - ₫201.000,,,,,,,,9 tháng trước,78,"4,7k",85,haluoo.vn,95%,trong vài giờ
