category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Trang trí và giá đỡ,4.9,Đã thích (17),4.9,316,Giá Đỡ Điện Thoại / Máy Tính Bảng Họa Tiết Vảy Cá Màu Vàng,₫10.000,1 Sao (1),2 Sao (0),3 Sao (3),4 Sao (0),5 Sao (108),Có Bình luận (93),Có hình ảnh / video (90),6 tháng trước,101,6,606,jiameng.vn,57%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (14),4.9,145,"Giá đỡ điện thoại để bàn thông minh gấp gọn - Kệ đỡ ipad, máy tính bảng đa nặng tiện dụng",₫36.000 - ₫46.000,1 Sao (0),2 Sao (0),3 Sao (3),4 Sao (2),5 Sao (54),Có Bình luận (29),Có hình ảnh / video (26),34 tháng trước,"24,3k",126,"27,9k",ngocuong19911991,96%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (42),4.9,790,Giá đỡ điện thoại di động để bàn hình Oval sáng tạo,₫14.000 - ₫16.000,1 Sao (5),2 Sao (2),3 Sao (3),4 Sao (9),5 Sao (294),Có Bình luận (245),Có hình ảnh / video (237),31 tháng trước,710,102,"2,3k",l15889327183s.vn,100%,trong vài giờ
Trang trí và giá đỡ,5.0,Đã thích (127),5.0,208,Dây vòng khuyên điện thoại thông dụng hình thú đáng yêu cho Iphone/Samsung,₫31.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (68),Có Bình luận (22),Có hình ảnh / video (21),3 năm trước,"1,2k",125,4k,huaqiang.vn,100%,trong vài giờ
Trang trí và giá đỡ,4.8,"Đã thích (1,1k)",4.8,672,Màng Lọc Âm và Chân Kẹp mic Thu Âm -Giá Đỡ Mic Livestream - Giá Treo Mic,₫59.000 - ₫155.000,1 Sao (4),2 Sao (0),3 Sao (2),4 Sao (10),5 Sao (156),Có Bình luận (69),Có hình ảnh / video (48),3 năm trước,"2,7k",185,220,anh.nguyenhoang1288,15%,trong vài phút
Trang trí và giá đỡ,5.0,Đã thích (26),5.0,160,Ly giữ nhiệt Inox 304 cao cấp. Cốc Giữ nhiệt 8-12H. dung tích 900ml,₫179.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (24),Có Bình luận (6),Có hình ảnh / video (13),9 tháng trước,"2,4k",108,275,giadung24gio,48%,trong vài giờ
Trang trí và giá đỡ,4.8,Đã thích (101),4.8,494,Vòng Nhẫn Giá Đỡ Điện Thoại Bằng Kim Loại Thanh Lịch Cho Điện Thoại Di Động,₫22.000,1 Sao (1),2 Sao (5),3 Sao (5),4 Sao (13),5 Sao (231),Có Bình luận (211),Có hình ảnh / video (205),29 tháng trước,203,67,"1,4k",nanako5s.vn,57%,trong vài giờ
Trang trí và giá đỡ,4.9,"Đã thích (1,2k)",4.9,536,Giá đỡ hình gấu little one loại dày to đẹp | Giá đỡ điện thoại gỗ gấu mèo lợn thỏ gà,₫6.999 - ₫13.499,1 Sao (2),2 Sao (2),3 Sao (1),4 Sao (4),5 Sao (155),Có Bình luận (33),Có hình ảnh / video (27),4 năm trước,"141,7k","1,1k","107,1k",b52shop,98%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (27),4.9,170,"[Rẻ vô địch] Popsocket , giá đỡ điện thoại,Nhẫn iring chống lưng cầm thoải mái không lo rơi khi dùng, hình đẹp cute",₫6.000,,,,,,,,29 tháng trước,"11,6k",174,"8,8k",ahacase,98%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (31),4.9,294,Giá Đỡ Điện Thoại Poc Mẫu Mới Nhất 2019 Loại To-  IRING Có Thể Thu Gọn Hình KAWS - Bơ - Voi - Bánh Quy - Khủng Long,₫18.000,1 Sao (0),2 Sao (1),3 Sao (0),4 Sao (2),5 Sao (89),Có Bình luận (22),Có hình ảnh / video (17),3 năm trước,"54,7k","1,1k","53,6k",phukienso.tn,94%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (88),4.9,992,Dây đeo điện thoại dài 40 cm,₫8.500,,,,,,,,4 năm trước,"8,8k",449,"20,3k",buihuong05,67%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (23),4.9,131,Giá đỡ điện thoại bằng nhựa có thể điều chỉnh tiện dụng,₫22.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (3),5 Sao (54),Có Bình luận (25),Có hình ảnh / video (21),3 năm trước,"5,2k",352,"4,8k",huanyi888.vn,86%,trong vài giờ
